,PC1,PC2
SUR_TURF,0.6307668244825646,-0.43746895942807346
SUR_CCA,-0.4236310232865985,-0.14989746071823515
SUR_MACROALGAE,0.04896947782103561,0.6708193372633596
SUR_CYANO,-0.5980343875181333,-0.061712769139536064
SUR_PALYTHOA,0.049454661172906346,0.029112020144975322
SUR_ABIOTIC,0.2453182979668448,0.5757578501148715
