SITE_COL;YEAR;SITE;HAB;REEF;HEALTH_PC1;HEALTH_PC2;HEALTH %;BLEACHING %;DEAD %
PAB1_7;2008;PAB1;PA;PAB;1,823563402;0,612157072;87,55679702;3,437616387;9,005586592
PAB1_5;2007;PAB1;PA;PAB;1,83035905;-0,01988569;89,55876854;10,44123146;0,806431509
PAB5_1;2007;PAB5;PA;PAB;1,830438757;-0,071084097;89,31117479;10,68882521;0
ITA5_1;2008;ITA5;PA;ITA;1,856305859;0,438245594;88,56915739;4,841017488;6,589825119
PAB1_6;2006;PAB1;PA;PAB;1,857930884;-0,062747925;89,79320229;10,20679771;0
ARE_2;2007;ARE;PA;UCR;1,86721735;-0,05993208;89,95602463;10,04397537;0
PA2_5;2006;PA2;PA;UCR;1,871119088;-0,058748993;90,02443494;9,975565058;0
SGO_5;2008;SGO;PA;UCR;1,87613813;0,179838129;89,54726718;7,337555712;3,115177105
PAB2_1;2008;PAB2;PA;PAB;1,906027378;-0,04816409;90,63649222;9,363507779;0
ITA3_2;2006;ITA3;PA;ITA;1,918730314;0,299757447;90,03894764;5,43977302;4,52127934
ITA6_2;2007;ITA6;PA;ITA;1,930458909;-0,040755953;91,06485741;8,935142594;0
PLE_4;2007;PLE;PA;UCR;1,940385018;0,668897504;89,55424275;1,160042965;9,285714286
ITA7_1;2006;ITA7;PA;ITA;1,958266117;-0,032324241;91,55240934;8,447590661;0
PLE_1;2006;PLE;PA;UCR;1,963773609;-0,030654258;91,64897381;8,351026185;0
ITA4_2;2006;ITA4;PA;ITA;1,964931005;-0,030303312;91,66926677;8,330733229;0
ARE_1;2006;ARE;PA;UCR;1,989538958;0,315334248;91,29450731;4,261661606;4,443831079
PLE_4;2008;PLE;PA;UCR;2,015495475;0,246727603;91,93193363;4,629190654;3,43887572
PAB3_1;2008;PAB3;TP;PAB;2,018831168;-0,013959686;92,61431412;7,385685885;0
TIM3_2;2006;TIM3;PA;TIM;2,052774896;-0,003667257;93,20945946;6,790540541;0
PLE_1;2007;PLE;PA;UCR;2,102499286;0,011410189;94,08129176;5,918708241;0
TIM1_4;2007;TIM1;PA;TIM;2,103268675;0,011643483;94,09478168;5,905218317;0
SGO_2;2008;SGO;PA;UCR;2,112385051;0,095239978;94,0619162;4,875900721;1,06218308
ITA3_3;2008;ITA3;PA;ITA;2,11272768;0,115693865;94,01940883;4,650997151;1,329594017
SGO_5;2007;SGO;PA;UCR;2,15285005;0,128266469;94,72191655;3,943145346;1,334938102
ARE_2;2006;ARE;PA;UCR;2,162236814;0,55632969;97,68947368;2,310526316;8,293859649
ITA3_3;2007;ITA3;PA;ITA;2,164227583;0,030127464;95,16359206;4,836407936;0
TIM2_3;2008;TIM2;PA;TIM;2,192389917;0,038666856;95,65737052;4,342629482;0
ARE_1;2007;ARE;PA;UCR;2,197658872;0,145831452;95,49807903;3,114709111;1,387211855
PLE_1;2008;PLE;PA;UCR;2,19963004;0,040862209;95,78431373;4,215686275;0
TIM2_3;2007;TIM2;PA;TIM;2,215181199;0,045577637;96,05697674;3,943023256;0
SGO_2;2007;SGO;PA;UCR;2,231701053;0,098564171;96,2322452;3,137303763;0,630451034
ARE_2;2008;ARE;PA;UCR;2,236182213;0,051945571;96,42519368;3,574806319;0
TIM1_4;2008;TIM1;PA;TIM;2,249954468;0,056121599;96,66666667;3,333333333;0
SGO_5;2006;SGO;PA;UCR;2,270444694;0,062334653;97,02592781;2,974072191;0
ITA4_2;2007;ITA4;PA;ITA;2,281555724;0,065703743;97,22074074;2,779259259;0
PLE_4;2006;PLE;PA;UCR;2,334004657;0,081607326;98,14034325;1,859656746;0
SGO_2;2006;SGO;PA;UCR;2,393085335;0,099521789;99,17622209;0,823777912;0
