REEF;SITE;HAB;YEAR;ORGANISMO;COBERTURA;REEF_NAME;LATITUDE;LONGITUDE;DEPTH_M;ARCH;UNIQUE_ID;MEAN_DLI_LOCAL;DLI_CV_30;DLI_CV_30_SEGMENT_COUNT;SST_MEAN;SST_CV_30;SST_CV_30_SEGMENT_COUNT;PROP_DHW_GT4;PROP_DHW_GT8;CHL_MEAN;CHL_CV_30;CHL_CV_30_SEGMENT_COUNT;PC1_VARIABILITY;PC2_VARIABILITY;PC1_MAGNITUDE;PC2_MAGNITUDE
ITACOLOMIS;ITA1;TP;2006;MACROALGAE;51,178451178451176;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA1;TP;2006;MACROALGAE;0,0;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA1;TP;2006;MACROALGAE;13,194444444444445;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA1;PA;2007;MACROALGAE;0,0;ITA;-16,899;-39,063;4,2;inner;ITA1_PA;19,88873400018177;14,1112403395173;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;0,373885667240711;-1,122905859595928;-1,688479175381434;-0,01738723406662936
ITACOLOMIS;ITA1;PA;2007;MACROALGAE;0,0;ITA;-16,899;-39,063;4,2;inner;ITA1_PA;19,88873400018177;14,1112403395173;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;0,373885667240711;-1,122905859595928;-1,688479175381434;-0,01738723406662936
ITACOLOMIS;ITA1;PA;2007;MACROALGAE;0,0;ITA;-16,899;-39,063;4,2;inner;ITA1_PA;19,88873400018177;14,1112403395173;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;0,373885667240711;-1,122905859595928;-1,688479175381434;-0,01738723406662936
ITACOLOMIS;ITA1;PA;2007;MACROALGAE;0,0;ITA;-16,899;-39,063;4,2;inner;ITA1_PA;19,88873400018177;14,1112403395173;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;0,373885667240711;-1,122905859595928;-1,688479175381434;-0,01738723406662936
ITACOLOMIS;ITA1;PA;2007;MACROALGAE;0,0;ITA;-16,899;-39,063;4,2;inner;ITA1_PA;19,88873400018177;14,1112403395173;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;0,373885667240711;-1,122905859595928;-1,688479175381434;-0,01738723406662936
ITACOLOMIS;ITA1;PA;2007;MACROALGAE;1,444043321299639;ITA;-16,899;-39,063;4,2;inner;ITA1_PA;19,88873400018177;14,1112403395173;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;0,373885667240711;-1,122905859595928;-1,688479175381434;-0,01738723406662936
ITACOLOMIS;ITA1;PA;2007;MACROALGAE;0,0;ITA;-16,899;-39,063;4,2;inner;ITA1_PA;19,88873400018177;14,1112403395173;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;0,373885667240711;-1,122905859595928;-1,688479175381434;-0,01738723406662936
ITACOLOMIS;ITA1;PA;2007;MACROALGAE;0,0;ITA;-16,899;-39,063;4,2;inner;ITA1_PA;19,88873400018177;14,1112403395173;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;0,373885667240711;-1,122905859595928;-1,688479175381434;-0,01738723406662936
ITACOLOMIS;ITA1;PA;2007;MACROALGAE;0,0;ITA;-16,899;-39,063;4,2;inner;ITA1_PA;19,88873400018177;14,1112403395173;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;0,373885667240711;-1,122905859595928;-1,688479175381434;-0,01738723406662936
ITACOLOMIS;ITA1;PA;2007;MACROALGAE;0,0;ITA;-16,899;-39,063;4,2;inner;ITA1_PA;19,88873400018177;14,1112403395173;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;0,373885667240711;-1,122905859595928;-1,688479175381434;-0,01738723406662936
ITACOLOMIS;ITA1;TP;2007;MACROALGAE;8,135593220338983;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA1;TP;2007;MACROALGAE;89,19860627177701;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA1;TP;2007;MACROALGAE;54,54545454545454;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA1;TP;2007;MACROALGAE;47,79661016949153;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA1;TP;2007;MACROALGAE;68,15068493150685;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA1;TP;2007;MACROALGAE;17,88321167883212;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA1;TP;2007;MACROALGAE;3,3783783783783785;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA1;TP;2007;MACROALGAE;37,20136518771331;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA1;TP;2007;MACROALGAE;0,0;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA1;TP;2007;MACROALGAE;27,77777777777778;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA1;PA;2008;MACROALGAE;0,0;ITA;-16,899;-39,063;4,2;inner;ITA1_PA;19,88873400018177;14,1112403395173;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;0,373885667240711;-1,122905859595928;-1,688479175381434;-0,01738723406662936
ITACOLOMIS;ITA1;PA;2008;MACROALGAE;0,7547169811320755;ITA;-16,899;-39,063;4,2;inner;ITA1_PA;19,88873400018177;14,1112403395173;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;0,373885667240711;-1,122905859595928;-1,688479175381434;-0,01738723406662936
ITACOLOMIS;ITA1;PA;2008;MACROALGAE;10,699588477366255;ITA;-16,899;-39,063;4,2;inner;ITA1_PA;19,88873400018177;14,1112403395173;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;0,373885667240711;-1,122905859595928;-1,688479175381434;-0,01738723406662936
ITACOLOMIS;ITA1;PA;2008;MACROALGAE;3,4602076124567476;ITA;-16,899;-39,063;4,2;inner;ITA1_PA;19,88873400018177;14,1112403395173;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;0,373885667240711;-1,122905859595928;-1,688479175381434;-0,01738723406662936
ITACOLOMIS;ITA1;PA;2008;MACROALGAE;0,0;ITA;-16,899;-39,063;4,2;inner;ITA1_PA;19,88873400018177;14,1112403395173;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;0,373885667240711;-1,122905859595928;-1,688479175381434;-0,01738723406662936
ITACOLOMIS;ITA1;PA;2008;MACROALGAE;1,3888888888888888;ITA;-16,899;-39,063;4,2;inner;ITA1_PA;19,88873400018177;14,1112403395173;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;0,373885667240711;-1,122905859595928;-1,688479175381434;-0,01738723406662936
ITACOLOMIS;ITA1;PA;2008;MACROALGAE;0,0;ITA;-16,899;-39,063;4,2;inner;ITA1_PA;19,88873400018177;14,1112403395173;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;0,373885667240711;-1,122905859595928;-1,688479175381434;-0,01738723406662936
ITACOLOMIS;ITA1;PA;2008;MACROALGAE;0,0;ITA;-16,899;-39,063;4,2;inner;ITA1_PA;19,88873400018177;14,1112403395173;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;0,373885667240711;-1,122905859595928;-1,688479175381434;-0,01738723406662936
ITACOLOMIS;ITA1;PA;2008;MACROALGAE;2,909090909090909;ITA;-16,899;-39,063;4,2;inner;ITA1_PA;19,88873400018177;14,1112403395173;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;0,373885667240711;-1,122905859595928;-1,688479175381434;-0,01738723406662936
ITACOLOMIS;ITA1;PA;2008;MACROALGAE;0,4132231404958678;ITA;-16,899;-39,063;4,2;inner;ITA1_PA;19,88873400018177;14,1112403395173;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;0,373885667240711;-1,122905859595928;-1,688479175381434;-0,01738723406662936
ITACOLOMIS;ITA1;TP;2008;MACROALGAE;0,33783783783783783;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA1;TP;2008;MACROALGAE;6,993006993006993;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA1;TP;2008;MACROALGAE;3,7800687285223367;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA1;TP;2008;MACROALGAE;2,7491408934707904;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA1;TP;2008;MACROALGAE;3,040540540540541;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA1;TP;2008;MACROALGAE;0,0;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA1;TP;2008;MACROALGAE;5,782312925170068;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA1;TP;2008;MACROALGAE;1,0869565217391304;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA1;TP;2008;MACROALGAE;1,7006802721088436;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA1;TP;2008;MACROALGAE;0,684931506849315;ITA;-16,899;-39,063;1,3;inner;ITA1_TP;37,74004125106693;5,968057358736919;1519;25,63323402404785;1,604754090309143;7384;0,003934337267670601;0;2,636123180389404;22,76970863342285;1535;-0,321368666076045;-1,507966944074669;-1,93434373536791;-1,200202975901612
ITACOLOMIS;ITA2;PA;2006;MACROALGAE;75,36231884057972;ITA;-16,905;-39,041;6,2;inner;ITA2_PA;17,48666751487863;20,01599378691477;1737;25,64889717102051;1,618715047836304;7384;0,004477004477004477;0;1,904224634170532;36,68297576904297;1744;1,845820164675109;-0,4848168262935921;-1,108099724998629;0,3116587413589481
ITACOLOMIS;ITA2;PA;2006;MACROALGAE;92,64214046822742;ITA;-16,905;-39,041;6,2;inner;ITA2_PA;17,48666751487863;20,01599378691477;1737;25,64889717102051;1,618715047836304;7384;0,004477004477004477;0;1,904224634170532;36,68297576904297;1744;1,845820164675109;-0,4848168262935921;-1,108099724998629;0,3116587413589481
ITACOLOMIS;ITA2;PA;2006;MACROALGAE;49,310344827586206;ITA;-16,905;-39,041;6,2;inner;ITA2_PA;17,48666751487863;20,01599378691477;1737;25,64889717102051;1,618715047836304;7384;0,004477004477004477;0;1,904224634170532;36,68297576904297;1744;1,845820164675109;-0,4848168262935921;-1,108099724998629;0,3116587413589481
ITACOLOMIS;ITA2;PA;2006;MACROALGAE;7,718120805369128;ITA;-16,905;-39,041;6,2;inner;ITA2_PA;17,48666751487863;20,01599378691477;1737;25,64889717102051;1,618715047836304;7384;0,004477004477004477;0;1,904224634170532;36,68297576904297;1744;1,845820164675109;-0,4848168262935921;-1,108099724998629;0,3116587413589481
ITACOLOMIS;ITA2;PA;2006;MACROALGAE;35,66666666666667;ITA;-16,905;-39,041;6,2;inner;ITA2_PA;17,48666751487863;20,01599378691477;1737;25,64889717102051;1,618715047836304;7384;0,004477004477004477;0;1,904224634170532;36,68297576904297;1744;1,845820164675109;-0,4848168262935921;-1,108099724998629;0,3116587413589481
ITACOLOMIS;ITA2;PA;2006;MACROALGAE;31,756756756756754;ITA;-16,905;-39,041;6,2;inner;ITA2_PA;17,48666751487863;20,01599378691477;1737;25,64889717102051;1,618715047836304;7384;0,004477004477004477;0;1,904224634170532;36,68297576904297;1744;1,845820164675109;-0,4848168262935921;-1,108099724998629;0,3116587413589481
ITACOLOMIS;ITA2;PA;2006;MACROALGAE;42,281879194630875;ITA;-16,905;-39,041;6,2;inner;ITA2_PA;17,48666751487863;20,01599378691477;1737;25,64889717102051;1,618715047836304;7384;0,004477004477004477;0;1,904224634170532;36,68297576904297;1744;1,845820164675109;-0,4848168262935921;-1,108099724998629;0,3116587413589481
ITACOLOMIS;ITA2;PA;2006;MACROALGAE;3,0927835051546393;ITA;-16,905;-39,041;6,2;inner;ITA2_PA;17,48666751487863;20,01599378691477;1737;25,64889717102051;1,618715047836304;7384;0,004477004477004477;0;1,904224634170532;36,68297576904297;1744;1,845820164675109;-0,4848168262935921;-1,108099724998629;0,3116587413589481
ITACOLOMIS;ITA2;PA;2006;MACROALGAE;46,97508896797153;ITA;-16,905;-39,041;6,2;inner;ITA2_PA;17,48666751487863;20,01599378691477;1737;25,64889717102051;1,618715047836304;7384;0,004477004477004477;0;1,904224634170532;36,68297576904297;1744;1,845820164675109;-0,4848168262935921;-1,108099724998629;0,3116587413589481
ITACOLOMIS;ITA2;PA;2006;MACROALGAE;53,87205387205387;ITA;-16,905;-39,041;6,2;inner;ITA2_PA;17,48666751487863;20,01599378691477;1737;25,64889717102051;1,618715047836304;7384;0,004477004477004477;0;1,904224634170532;36,68297576904297;1744;1,845820164675109;-0,4848168262935921;-1,108099724998629;0,3116587413589481
